CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE
"9340010108152016026",2001,20010706,9340,20010108,1520,"16026","0","1","2","6","4316","-","1","2"," ","2","120","RT 101 SBOFF/R","LAWRENCE EXPWY","40","N","N","A","-","Y","SCL",4,101,"B","B",43.981,"R","1","S","Y","4",0,1,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010108153014283",2001,20010423,9340,20010108,1530,"14283","0","1","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","ARQUES AV","40","S","N","B","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","08",22107,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010109070013922",2001,20010525,9340,20010109,0700,"13922","0","2","1","6","4316","-","1","3"," ","2","085","RT 85","HOMESTEAD RD","528","N","N","A","-","Y","SCL",4,85,"B","R",18.96,"H","7","N","Y","4",0,1,3,"A","C","07",21658,"A","N","E","I","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010109095013733",2001,20010416,9340,20010109,0950,"13733","0","2","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","MONROE","1056","N","N","B","-","N","",0,0," "," ",0," ","8"," ","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010109103011933",2001,20010629,9340,20010109,1030,"11933","0","2","1","6","4316","-","1","2"," ","2","120","RT 101 SBTRN","RT 237","200","S","N","A","-","Y","SCL",4,101,"B","B",46.111,"R","2","S","N","0",0,0,2,"D","-","00",0,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010110103012606",2001,20010518,9340,20010110,1030,"12606","0","3","1","6","4316","-","1","3"," ","2","085","RT 85","FREMONT AV","500","S","N","B","C","Y","SCL",4,85,"B","R",19.77,"H","7","N","Y","4",0,1,1,"A","C","03",22350,"","N","E","I","A","B","H","-","A","D","1","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010110110513257",2001,20010706,9340,20010110,1105,"13257","0","3","1","6","4316","-","1","3"," ","2","220","RT 237","FAIROAKS BL","250","W","N","B","C","Y","SCL",4,237,"B","R",3.92,"H","7","E","Y","0",0,0,1,"A","C","03",22350,"","N","E","I","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010110215515306",2001,20010629,9340,20010110,2155,"15306","0","3","2","6","4316","-","1","3"," ","2","230","RT 237","LAWRENCE EXPWY","500","E","N","B","C","Y","SCL",4,237,"B","R",4.69,"H","7","W","Y","4",0,3,1,"A","C","03",22350,"","N","F","A","A","B","H","-","C","D","1","","","","","Y","","A","01",0,0,3,0,0,0,0,0,0,"","",,
"9340010111083016178",2001,20010803,9340,20010111,0830,"16178","0","4","1","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","RT 101","100","N","N","C","-","Y","SCL",4,101,"B","B",43.721,"R","4","S","N","0",0,0,2,"D","-","00",0,"","N","C","C","A","B","H","-","A","D","0","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010112115013733",2001,20010416,9340,20010112,1150,"13733","0","5","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","KIFER RD","350","N","N","B","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010113181516028",2001,20010416,9340,20010113,1815,"16028","0","6","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","LAKEHAVEN DR","100","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","03",22350,"","M","C","C","A","A","H","-","C","A","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010114200516045",2001,20010518,9340,20010114,2005,"16045","0","7","2","6","4316","-","1","2"," ","2","120","RT 101","MATHILDA AV","10","N","N","A","-","Y","SCL",4,101,"B","B",45.69,"H","7","S","N","0",0,0,2,"A","-","00",0,"","N","B","C","A","A","H","-","D","D","0","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010115084516178",2001,20010621,9340,20010115,0845,"16178","0","1","1","6","4316","-","1","3"," ","2","220","RT 237","RT 101","200","E","N","A","-","Y","SCL",4,237,"B","B",2.55,"H","7","E","N","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010115170015718",2001,20010629,9340,20010115,1700,"15718","0","1","2","6","4316","-","1","2"," ","2","120","RT 101","FAIR OAKS BL OC","300","N","N","A","-","Y","SCL",4,101,"B","B",44.89,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010116100016226",2001,20010511,9340,20010116,1000,"16226","0","2","1","6","4316","-","1","2"," ","2","120","RT 101","RT 237","36","S","N","A","-","Y","SCL",4,101,"B","B",46.2,"H","7","S","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010116183015718",2001,20010511,9340,20010116,1830,"15718","0","2","2","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","KIFER RD","579","S","N","A","-","N","",0,0," "," ",0," ","8"," ","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010116190015213",2001,20010507,9340,20010116,1900,"15213","0","2","2","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","TASMAN DR","50","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010117181515306",2001,20010706,9340,20010117,1815,"15306","0","3","2","6","4316","-","1","3"," ","2","220","RT 237","LAWRENCE EXPWY","500","W","N","A","-","Y","SCL",4,237,"B","R",4.51,"H","7","W","Y","0",0,0,4,"A","C","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010118100015700",2001,20010423,9340,20010118,1000,"15700","0","4","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","KIFER RD","100","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,3,"A","C","03",22350,"","M","C","C","A","A","H","-","A","A","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010119064516221",2001,20010618,9340,20010119,0645,"16221","0","5","1","6","4316","-","1","3"," ","2","085","RT 85","RT 280","200","N","N","A","-","Y","SCL",4,85,"B","R",18.52,"H","7","N","Y","0",0,0,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010120082215806",2001,20010608,9340,20010120,0822,"15806","0","6","1","6","4316","-","1","3"," ","2","220","RT 237","MATHILDA AV","500","E","N","A","-","Y","SCL",4,237,"B","B",3.11,"H","7","W","N","0",0,0,2,"A","C","17",23114,"A","N","H","C","A","A","H","-","A","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010121015915987",2001,20010518,9340,20010121,0159,"15987","0","7","3","6","4316","-","1","2"," ","2","120","RT 101 NBTRN","RT 237","500","S","N","A","-","Y","SCL",4,101,"B","B",46.154,"R","2","N","N","0",0,0,1,"A","C","08",22107,"","M","E","I","A","A","H","-","C","D","0","","","","","Y","","M","99",0,0,0,0,0,0,0,0,0,"","",,
"9340010121060015806",2001,20010511,9340,20010121,0600,"15806","0","7","1","6","4316","-","1","2"," ","2","120","RT 101","RT 237","500","N","N","A","-","Y","SCL",4,101,"B","B",46.31,"H","7","S","Y","0",0,0,2,"A","C","01",23152,"A","N","B","C","A","A","H","-","D","D","0","","","","","Y","Y","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010122190015213",2001,20010423,9340,20010122,1900,"15213","0","1","2","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","KIFER RD","100","N","N","A","-","N","",0,0," "," ",0," ","8"," ","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010123090013922",2001,20010518,9340,20010123,0900,"13922","0","2","1","6","4316","-","1","3"," ","2","085","RT 85","FREMONT AV","1584","S","N","B","-","Y","SCL",4,85,"B","R",19.56,"H","7","N","Y","0",0,0,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010123092013718",2001,20010608,9340,20010123,0920,"13718","0","2","1","6","4316","-","1","3"," ","2","220","RT 237","RT 101","1320","W","N","B","-","Y","SCL",4,237,"B","B",2.2,"H","7","E","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010123174016028",2001,20010518,9340,20010123,1740,"16028","0","2","2","6","4316","-","1","2"," ","2","120","RT 101","MATHILDA AV","800","N","N","B","C","Y","SCL",4,101,"B","B",45.83,"H","7","N","Y","0",0,0,2,"A","C","07",21658,"A","N","C","C","A","B","H","-","B","D","0","","","","","Y","Y","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010124190015077",2001,20010423,9340,20010124,1900,"15077","0","3","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","LAKEHAVEN DR","125","S","N","A","-","N","",0,0," "," ",0," ","8"," ","Y","4",0,1,3,"A","C","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010124214016245",2001,20010416,9340,20010124,2140,"16245","0","3","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","SANDIA AV","450","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","07",21658,"A","N","B","C","A","A","H","-","C","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010125081015825",2001,20010601,9340,20010125,0810,"15825","0","4","1","6","4316","-","1","2"," ","2","120","RT 101","LAWRENCE EXPWY","250","N","N","B","-","Y","SCL",4,101,"B","B",43.9,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010126074015967",2001,20010706,9340,20010126,0740,"15967","0","5","1","6","4316","-","1","2"," ","2","120","RT 101","MATHILDA AV","5280","S","N","B","-","Y","SCL",4,101,"B","B",44.68,"H","7","N","Y","4",0,2,2,"A","C","07",21658,"A","N","D","C","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,2,0,0,0,0,0,0,"","",,
"9340010126082515967",2001,20010511,9340,20010126,0825,"15967","0","5","1","6","4316","-","1","2"," ","2","120","RT 101","FAIR OAKS AV","300","N","N","B","-","Y","SCL",4,101,"B","B",44.89,"H","7","N","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010126084513718",2001,20010601,9340,20010126,0845,"13718","0","5","1","6","4316","-","1","2"," ","2","120","RT 101","LAWRENCE EXPWY","250","S","N","B","-","Y","SCL",4,101,"B","B",43.8,"H","7","N","N","0",0,0,2,"A","C","04",21703,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010126092010305",2001,20010727,9340,20010126,0920,"10305","0","5","1","6","4316","-","1","3"," ","2","085","RT 85","HOMESTEAD RD","340","N","N","B","-","Y","SCL",4,85,"B","R",18.92,"H","7","N","Y","4",0,2,3,"A","C","07",21658,"A","N","B","C","A","A","H","-","A","D","1","","","","","Y","","A","07",0,0,2,0,0,0,0,0,0,"","",,
"9340010129174516246",2001,20010629,9340,20010129,1745,"16246","0","1","2","6","4316","-","1","1"," ","2","282","RT 280 NBTRN","RT 85","0","-","N","A","-","Y","SCL",4,280,"B","B",10.415,"R","2","N","N","0",0,0,1,"C","-","18",0,"","N","E","J","A","A","H","-","A","D","1","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010130092515806",2001,20010713,9340,20010130,0925,"15806","0","2","1","6","4316","-","1","2"," ","2","120","RT 101","ELLIS","300","S","N","A","-","Y","SCL",4,101,"B","B",46.95,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010130164516274",2001,20010601,9340,20010130,1645,"16274","0","2","2","6","4316","-","1","3"," ","2","085","RT 85 SBON/R","FREMONT AV","25","S","N","A","-","Y","SCL",4,85,"B","R",19.731,"R","1","S","Y","3",0,1,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,1,0,0,0,0,0,0,0,"","",,
"9340010130172316026",2001,20010511,9340,20010130,1723,"16026","0","2","2","6","4316","-","1","3"," ","2","085","RT 85","HOMESTEAD RD","500","S","N","A","-","Y","SCL",4,85,"B","R",18.77,"H","7","S","Y","3",0,1,2,"A","C","01",23152,"A","F","C","C","A","A","H","-","B","D","1","","","Y","","Y","Y","C","02",0,1,0,0,0,0,0,0,1,"","",,
"9340010130221516258",2001,20010720,9340,20010130,2215,"16258","0","2","3","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","ARQUES AV","528","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010202015015595",2001,20010601,9340,20010202,0150,"15595","0","5","3","6","4316","-","1","2"," ","2","120","RT 101 SBOFF/R","LAWRENCE EXPWY","400","N","N","A","-","Y","SCL",4,101,"B","B",43.981,"R","2","S","Y","3",0,1,1,"A","C","01",23152,"A","N","E","I","A","A","H","-","D","D","0","","","","","Y","Y","A","01",0,1,0,0,0,0,0,0,0,"","",,
"9340010203132015432",2001,20010706,9340,20010203,1320,"15432","0","6","1","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","RT 101","50","S","N","A","-","Y","SCL",4,101,"B","B",43.791,"R","4","S","N","0",0,0,4,"A","C","04",21703,"","M","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010204125515976",2001,20010423,9340,20010204,1255,"15976","0","7","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","POINCIANA DR","1056","N","N","A","-","N","",0,0," "," ",0," ","8"," ","Y","4",0,1,2,"A","C","02",22400,"A","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010205120016274",2001,20010713,9340,20010205,1200,"16274","0","1","1","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","RT 101","100","S","N","A","-","Y","SCL",4,101,"B","B",43.721,"R","4","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010206160215812",2001,20010423,9340,20010206,1602,"15812","0","2","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","SANDIA AV","500","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010207080515945",2001,20010511,9340,20010207,0805,"15945","0","3","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","LOCHINVAR AV","100","S","N","A","-","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","21",22106,"","N","B","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010207110515945",2001,20010511,9340,20010207,1105,"15945","0","3","1","6","4316","-","2","4"," ","2","610","LAWRENCE EXPWY","LOCHINVAR AV","0","-","Y","A","-","N","",0,0," "," ",0," ","8"," ","Y","3",0,2,2,"A","C","12",21453,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,2,0,0,0,0,0,0,0,"","",,
"9340010207114515975",2001,20010525,9340,20010207,1145,"15975","0","3","1","6","4316","-","1","2"," ","2","120","RT 101","LAWRENCE EXPWY","528","N","N","A","-","Y","SCL",4,101,"B","B",43.75,"H","7","N","Y","0",0,0,2,"A","C","07",21658,"A","M","B","C","A","A","G","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010208160015700",2001,20010713,9340,20010208,1600,"15700","0","4","2","6","4316","-","1","3"," ","2","220","RT 237","RT 101","300","E","N","A","-","Y","SCL",4,237,"B","B",2.51,"H","7","W","Y","4",0,2,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","Y","A","01",0,0,2,0,0,0,0,0,0,"","",,
"9340010209080014530",2001,20010618,9340,20010209,0800,"14530","0","5","1","6","4316","-","2","4"," ","2","620","RT 101 SBOFF/R","LAWRENCE EXPWY","0","-","Y","C","-","Y","SCL",4,101,"B","B",43.981,"R","4","S","Y","0",0,0,2,"A","C","12",21453,"A","N","D","C","A","B","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010209094515998",2001,20010507,9340,20010209,0945,"15998","0","5","1","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","ARQUES AV","60","S","N","B","C","N","",0,0," "," ",0," ","8"," ","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","B","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010210105014530",2001,20010713,9340,20010210,1050,"14530","0","6","1","6","4316","-","1","3"," ","2","085","RT 85","HOMESTEAD RD","100","S","N","B","C","Y","SCL",4,85,"B","R",18.84,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010210122015976",2001,20010618,9340,20010210,1220,"15976","0","6","1","6","4316","-","1","3"," ","2","085","RT 85 NBTRN","RT 280","750","S","N","C","-","Y","SCL",4,85,"B","R",18.201,"R","2","N","Y","3",0,1,2,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","A","01",0,1,0,0,0,0,0,0,0,"","",,
"9340010210162016220",2001,20010621,9340,20010210,1620,"16220","0","6","2","6","4316","-","2","4"," ","2","620","LAWRENCE EXPWY","RT 101","50","S","N","B","C","Y","SCL",4,101,"B","B",43.791,"R","4","S","N","0",0,0,2,"A","C","07",21658,"A","N","B","C","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010212152015579",2001,20010629,9340,20010212,1520,"15579","0","1","2","6","4316","-","1","2"," ","2","120","RT 101","LAWRENCE EXPWY","528","N","N","B","-","Y","SCL",4,101,"B","B",43.99,"H","7","S","Y","0",0,0,1,"C","-","18",0,"","N","E","I","A","A","H","-","A","D","0","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010213075016226",2001,20010629,9340,20010213,0750,"16226","0","2","1","6","4316","-","1","2"," ","2","120","RT 101","LAWRENCE EXPWY","200","N","N","B","-","Y","SCL",4,101,"B","B",43.89,"H","7","S","Y","4",0,1,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010213142015213",2001,20010713,9340,20010213,1420,"15213","0","2","2","6","4316","-","1","3"," ","2","220","RT 237 WBON/R","MATHILDA AV","10","W","N","B","-","Y","SCL",4,237,"B","B",2.841,"R","2","W","N","0",0,0,2,"A","C","07",21658,"A","M","B","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
