CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE
"9340010117083016234",2001,20010629,9340,20010117,0830,"16234","0","3","1","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK OC","528","N","N","A","-","Y","SCL",4,85,"B","R",17.8,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","08",0,0,0,0,0,0,0,0,0,"","",,
"9340010117175514896",2001,20010720,9340,20010117,1755,"14896","0","3","2","5","4303","-","1","3"," ","2","052","RT 85","STEVENS CRK BL","100","N","N","A","-","Y","SCL",4,85,"B","R",17.72,"H","7","S","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010123085016226",2001,20010608,9340,20010123,0850,"16226","0","2","1","5","4303","-","1","1"," ","2","282","RT 280","LAWRENCE EXPWY","100","N","N","A","-","Y","SCL",4,280,"B","B",7.2,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010123184013525",2001,20010706,9340,20010123,1840,"13525","0","2","2","5","4303","-","1","3"," ","2","085","RT 85 NBTRN","RT 280","300","S","N","B","C","Y","SCL",4,85,"B","R",18.201,"R","1","N","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","B","H","-","C","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010125151015700",2001,20010713,9340,20010125,1510,"15700","0","4","2","5","4303","-","1","1"," ","2","282","RT 280","RT 85","2534","S","N","C","-","Y","SCL",4,280,"B","B",10.26,"H","7","N","Y","4",0,2,2,"A","C","03",22350,"","N","B","C","A","B","H","-","A","D","1","","","","","Y","","A","07",0,0,2,0,0,0,0,0,0,"","",,
"9340010125183014283",2001,20010629,9340,20010125,1830,"14283","0","4","2","5","4303","-","1","1"," ","2","282","RT 85 COLL","HOMESTEAD RD","1056","S","N","B","C","Y","SCL",4,85,"B","R",18.302,"R","2","N","Y","0",0,0,1,"A","C","08",22107,"","N","E","I","A","B","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010125191016274",2001,20010713,9340,20010125,1910,"16274","0","4","2","5","4303","-","1","1"," ","2","282","RT 280","DEANZA BL","150","N","N","B","C","Y","SCL",4,280,"B","B",10.77,"H","7","S","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010126152511517",2001,20010629,9340,20010126,1525,"11517","0","5","2","5","4303","-","1","1"," ","2","282","RT 280","STEVENS CRK BL","528","N","N","B","-","Y","SCL",4,280,"B","B",7.55,"H","7","S","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010126182011517",2001,20010518,9340,20010126,1820,"11517","0","5","2","5","4303","-","1","1"," ","2","282","RT 280 NBOFF/R","WOLFE RD","5","S","N","A","-","Y","SCL",4,280,"B","B",8.244,"R","1","N","Y","4",0,1,2,"A","C","21",22106,"","N","C","C","A","A","H","-","B","A","0","","","","","Y","","A","07",0,0,1,0,0,0,0,0,0,"","",,
"9340010201091010305",2001,20010608,9340,20010201,0910,"10305","0","4","1","5","4303","-","1","1"," ","2","282","RT 280","TANTAU AV","200","N","N","A","-","Y","SCL",4,280,"B","B",7.88,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010201091513607",2001,20010608,9340,20010201,0915,"13607","0","4","1","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK BL","100","N","N","A","-","Y","SCL",4,85,"B","R",17.72,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010205083015806",2001,20010629,9340,20010205,0830,"15806","0","1","1","5","4303","-","1","1"," ","2","282","RT 280","WOLFE RD","10","N","N","A","-","Y","SCL",4,280,"B","B",8.38,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010205090013607",2001,20010629,9340,20010205,0900,"13607","0","1","1","5","4303","-","1","3"," ","2","085","RT 85","STELLING RD","100","S","N","A","-","Y","SCL",4,85,"B","R",16.59,"H","7","N","N","0",0,0,2,"A","C","04",21703,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010205125013607",2001,20010706,9340,20010205,1250,"13607","0","1","1","5","4303","-","1","3"," ","2","085","RT 85","RT 280","500","S","N","A","-","Y","SCL",4,85,"B","R",18.32,"H","7","N","Y","4",0,2,2,"A","C","03",22350,"","N","B","C","A","A","H","-","A","D","1","","","","","Y","","A","07",0,0,2,0,0,0,0,0,0,"","",,
"9340010207154015967",2001,20010629,9340,20010207,1540,"15967","0","3","2","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK BL","500","S","N","A","-","Y","SCL",4,85,"B","R",17.61,"H","7","S","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010207154515811",2001,20010621,9340,20010207,1545,"15811","0","3","2","5","4303","-","1","1"," ","2","282","RT 280","TANTAU RD","1000","N","N","A","-","Y","SCL",4,280,"B","B",7.86,"H","7","S","Y","4",0,1,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010207180515811",2001,20010629,9340,20010207,1805,"15811","0","3","2","5","4303","-","1","1"," ","2","282","RT 280","STELLING RD","830","N","N","A","-","Y","SCL",4,280,"B","B",10.1,"H","7","S","N","0",0,0,2,"A","C","07",21658,"A","N","B","C","A","A","H","-","D","D","1","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010210123010305",2001,20010629,9340,20010210,1230,"10305","0","6","1","5","4303","-","1","1"," ","2","282","RT 280","WOLFE RD","2640","N","N","B","C","Y","SCL",4,280,"B","B",8.88,"H","7","S","N","0",0,0,2,"A","C","04",21703,"","N","C","C","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010213083510305",2001,20010713,9340,20010213,0835,"10305","0","2","1","5","4303","-","1","1"," ","2","282","RT 280","LAWRENCE EXPWY","400","N","N","B","-","Y","SCL",4,280,"B","B",7.26,"H","7","N","N","0",0,0,2,"A","C","04",21703,"","N","C","C","A","A","-","D","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010213183014896",2001,20010629,9340,20010213,1830,"14896","0","2","2","5","4303","-","1","1"," ","2","282","RT 85","STEVENS CRK BL","200","N","N","B","-","Y","SCL",4,85,"B","R",17.74,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","B","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010217173016258",2001,20010629,9340,20010217,1730,"16258","0","6","2","5","4303","-","1","1"," ","2","282","RT 280 SBON/R","WOLFE RD OC","0","N","N","B","C","Y","SCL",4,280,"B","B",8.313,"R","2","S","Y","0",0,0,1,"A","C","03",22350,"","N","E","I","A","B","H","-","D","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010218113015976",2001,20010720,9340,20010218,1130,"15976","0","7","1","5","4303","-","1","3"," ","2","085","RT 85 NBOFF/R","STEVENS CRK BL","30","S","N","B","C","Y","SCL",4,85,"B","R",17.513,"R","1","N","Y","0",0,0,2,"A","C","01",23152,"A","N","C","C","A","B","H","-","A","D","1","","","","","Y","Y","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010219150015306",2001,20010629,9340,20010219,1500,"15306","0","1","2","5","4303","-","1","1"," ","2","282","RT 280 SBOFF/R","WOLFE RD","100","N","N","B","C","Y","SCL",4,280,"B","B",8.501,"R","1","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010220152709078",2001,20010618,9340,20010220,1527,"9078","0","2","2","5","4303","-","1","3"," ","2","172","RT 17","HAMILTON AV","5808","N","N","B","C","Y","SCL",4,17,"B","B",13.44,"H","7","S","Y","4",0,1,2,"A","C","08",22107,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010223111516245",2001,20010629,9340,20010223,1115,"16245","0","5","1","5","4303","-","1","1"," ","2","282","RT 280","FOOTHILL EXPWY","20","S","N","B","-","Y","SCL",4,280,"B","B",11.45,"H","7","S","Y","0",0,0,1,"A","C","03",22350,"","N","E","I","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010223201013525",2001,20010713,9340,20010223,2010,"13525","0","5","2","5","4303","-","1","1"," ","2","282","RT 280 NBON/R","DE ANZA BL","5","S","N","B","-","Y","SCL",4,280,"B","B",9.271,"R","3","N","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010228074513922",2001,20010629,9340,20010228,0745,"13922","0","3","1","5","4303","-","1","3"," ","2","085","RT 85","DE ANZA BL","250","N","N","A","-","Y","SCL",4,85,"B","R",15.93,"H","7","N","N","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010228084010305",2001,20010518,9340,20010228,0840,"10305","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","TANTAU AV","300","N","N","A","-","Y","SCL",4,280,"B","B",7.9,"H","7","N","Y","4",0,1,5,"A","C","07",21658,"A","F","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010228085014530",2001,20010518,9340,20010228,0850,"14530","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","TANTAU AV","120","N","N","A","-","Y","SCL",4,280,"B","B",7.86,"H","7","N","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010228100010305",2001,20010518,9340,20010228,1000,"10305","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","STELLING RD","400","N","N","A","-","Y","SCL",4,280,"B","B",10.02,"H","7","N","Y","0",0,0,2,"A","C","04",21703,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010228175015306",2001,20010518,9340,20010228,1750,"15306","0","3","2","5","4303","-","1","1"," ","2","282","RT 280","STELLING RD","500","N","N","A","-","Y","SCL",4,280,"B","B",10.03,"H","7","S","Y","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"","",,
"9340010302070015998",2001,20010706,9340,20010302,0700,"15998","0","5","1","5","4303","-","1","3"," ","2","085","RT 85","DE ANZA BL","528","N","N","B","C","Y","SCL",4,85,"B","R",15.97,"H","7","N","Y","4",0,1,3,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","D","22",0,0,1,0,0,0,0,0,0,"","",,
"9340010302085510305",2001,20010629,9340,20010302,0855,"10305","0","5","1","5","4303","-","1","1"," ","2","282","RT 280","DE ANZA BL","250","S","N","B","C","Y","SCL",4,280,"B","B",10.69,"H","7","S","Y","4",0,1,5,"A","C","03",22350,"","N","C","C","A","B","H","-","A","D","1","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"","",,
"9340010302143016258",2001,20010706,9340,20010302,1430,"16258","0","5","2","5","4303","-","1","1"," ","2","282","RT 280","FOOTHILL EXPWY","528","S","N","B","-","Y","SCL",4,280,"B","B",11.35,"H","7","N","Y","4",0,2,2,"A","C","08",22107,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,2,0,0,0,0,0,0,"","",,
"9340010308174014283",2001,20010713,9340,20010308,1740,"14283","0","4","2","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK BL","500","S","N","B","-","Y","SCL",4,85,"B","R",17.61,"H","7","S","Y","4",0,1,4,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","D","23",0,0,1,0,0,0,0,0,0,"","",,
"9340010312072015945",2001,20010629,9340,20010312,0720,"15945","0","1","1","5","4303","-","1","1"," ","2","282","RT 280","DE ANZA BL","1056","S","N","A","-","Y","SCL",4,280,"B","B",9.23,"H","7","N","Y","0",0,0,2,"A","C","07",21658,"A","M","C","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010312170013525",2001,20010518,9340,20010312,1700,"13525","0","1","2","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK BL","300","N","N","A","-","Y","SCL",4,85,"B","R",17.76,"H","7","S","N","0",0,0,2,"A","C","07",21658,"A","N","B","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010314125010305",2001,20010713,9340,20010314,1250,"10305","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","LAWRENCE EXPWY","200","S","N","A","-","Y","SCL",4,280,"B","B",7.35,"H","7","S","Y","0",0,0,2,"A","C","17",23114,"A","N","H","D","A","A","H","-","A","D","0","","","","Y","Y","","F","26",0,0,0,0,0,0,0,0,0,"","",,
"9340010314170016214",2001,20010706,9340,20010314,1700,"16214","0","3","2","5","4303","-","1","3"," ","2","085","RT 85","STELLING RD","10","S","N","A","-","Y","SCL",4,85,"B","R",16.61,"H","7","S","N","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","08",0,0,0,0,0,0,0,0,0,"","",,
"9340010315151016178",2001,20010608,9340,20010315,1510,"16178","0","4","2","5","4303","-","1","1"," ","2","282","RT 280 NBOFF/R","WOLFE RD","10","S","N","B","-","Y","SCL",4,280,"B","B",8.244,"R","1","N","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010319083215975",2001,20010608,9340,20010319,0832,"15975","0","1","1","5","4303","-","1","1"," ","2","282","RT 280 SBOFF/R","DE ANZA BL","50","N","N","A","-","Y","SCL",4,280,"B","B",9.591,"R","1","S","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"","",,
"9340010321082010305",2001,20010629,9340,20010321,0820,"10305","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","WOLFE RD","475","S","N","B","-","Y","SCL",4,280,"B","B",8.244,"R","2","N","Y","2",0,1,2,"A","C","11",21954,"A","N","G","B","D","A","D","-","A","D","0","Y","","","","Y","","N","60",1,0,0,0,1,0,0,0,0,"","",,
"9340010321095516030",2001,20010629,9340,20010321,0955,"16030","0","3","1","5","4303","-","1","1"," ","2","282","RT 280","DE ANZA BL","1320","N","N","B","-","Y","SCL",4,280,"B","B",11.02,"H","7","N","N","0",0,0,2,"A","C","07",21658,"A","M","D","C","A","A","H","-","A","D","1","","","","Y","Y","","G","27",0,0,0,0,0,0,0,0,0,"","",,
"9340010321131013607",2001,20010706,9340,20010321,1310,"13607","0","3","1","5","4303","-","1","3"," ","2","085","RT 85 SBOFF/R","DE ANZA BL","10","N","N","A","-","Y","SCL",4,85,"B","R",16.033,"R","1","S","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010322221013097",2001,20010629,9340,20010322,2210,"13097","0","4","3","5","4303","-","1","1"," ","2","282","RT 280 SBTRN","RT 85","300","S","N","B","-","Y","SCL",4,85,"B","R",18.672,"R","2","S","Y","3",0,1,2,"A","C","01",23152,"A","N","B","E","A","A","H","-","C","D","0","","","","","Y","Y","A","01",0,1,0,0,0,0,0,0,0,"","",,
"9340010323082510305",2001,20010706,9340,20010323,0825,"10305","0","5","1","5","4303","-","1","1"," ","2","282","RT 280","LAWRENCE EXPWY","500","S","N","B","-","Y","SCL",4,280,"B","B",7.03,"H","7","N","Y","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010324104010305",2001,20010706,9340,20010324,1040,"10305","0","6","1","5","4303","-","1","1"," ","2","282","RT 280 SBOFF/R","DE ANZA BL","10","N","N","A","-","Y","SCL",4,280,"B","B",9.591,"R","1","S","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","A","0","","","Y","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010328170514644",2001,20010713,9340,20010328,1705,"14644","0","3","2","5","4303","-","1","3"," ","2","085","RT 85","DEANZA OC","1000","N","N","A","-","Y","SCL",4,85,"B","R",16.06,"H","7","S","N","0",0,0,3,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010329084013922",2001,20010706,9340,20010329,0840,"13922","0","4","1","5","4303","-","1","3"," ","2","085","RT 85","RT 280 UC","528","S","N","A","-","Y","SCL",4,85,"B","R",18.31,"H","7","N","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010329085013607",2001,20010713,9340,20010329,0850,"13607","0","4","1","5","4303","-","1","3"," ","2","085","RT 85","STEVENS CRK BL","330","S","N","A","-","Y","SCL",4,85,"B","R",17.64,"H","7","N","Y","3",0,4,5,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","1","","","","","Y","","D","22",0,2,2,0,0,0,0,0,0,"","",,
"9340010329170015306",2001,20010706,9340,20010329,1700,"15306","0","4","2","5","4303","-","1","1"," ","2","282","RT 280 NBOFF/R","DE ANZA BL","300","S","N","A","-","Y","SCL",4,280,"B","B",9.284,"R","1","N","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010329180015306",2001,20010713,9340,20010329,1800,"15306","0","4","2","5","4303","-","1","1"," ","2","282","RT 280","DE ANZA BL","300","N","N","A","-","Y","SCL",4,280,"B","B",9.49,"H","7","S","N","0",0,0,2,"A","C","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","08",0,0,0,0,0,0,0,0,0,"","",,
"9340010402072010305",2001,20010928,9340,20010402,0720,"10305","0","1","1","5","4303","-","1","1"," ","2","282","RT 280","WOLFE RD","30","S","N","A","-","Y","SCL",4,280,"B","B",8.244,"R","1","N","N","0",0,0,2,"A","C","21",22106,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
"9340010402085010305",2001,20010921,9340,20010402,0850,"10305","0","1","1","5","4303","-","1","1"," ","2","282","RT 280 SBOFF/R","DE ANZA BL","250","N","N","A","-","Y","SCL",4,280,"B","B",9.591,"R","2","S","N","0",0,0,1,"C","-","18",0,"","N","E","J","A","A","H","-","A","D","0","","","","","Y","","","",0,0,0,0,0,0,0,0,0,"","",,
"9340010402164515326",2001,20010921,9340,20010402,1645,"15326","0","1","2","5","4303","-","1","1"," ","2","282","RT 280","RT 85 OC","1056","N","N","A","-","Y","SCL",4,280,"B","B",10.94,"H","7","S","Y","0",0,0,2,"A","C","07",21658,"A","N","B","C","A","A","H","-","A","D","1","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"","",,
